ix,iy,count,n_genera,n_observers,n_captive,last_observed,median_last10_observed
-1406106,772018,1,1,1,0,2017-01-05,2017-01-05
-1406106,772545,1,1,1,0,2017-07-20,2017-07-20
-1406106,772865,1,1,1,0,2019-03-28,2019-03-28
-1406106,773041,1,1,1,0,2017-06-02,2017-06-02
-1406106,773436,1,1,1,0,2017-08-03,2017-08-03
-1406105,770646,1,1,1,0,2019-07-16,2019-07-16
-1406105,771993,1,1,1,1,2018-12-01,2018-12-01
-1406105,772011,1,1,1,0,2019-04-28,2019-04-28
-1406105,772866,1,1,1,0,2017-05-26,2017-05-26
-1406105,773161,1,1,1,0,2018-10-02,2018-10-02
-1406105,773163,1,1,1,0,2018-10-02,2018-10-02
-1406104,772010,1,1,1,0,2019-04-28,2019-04-28
-1406104,772865,1,1,1,0,2019-04-16,2019-04-16
-1406104,772866,1,1,1,0,2019-05-30,2019-05-30
-1406104,773139,1,1,1,0,2018-04-18,2018-04-18
-1406103,771874,1,1,1,0,2017-03-19,2017-03-19
-1406103,772051,1,1,1,0,2019-04-14,2019-04-14
-1406103,772548,1,1,1,0,2018-06-14,2018-06-14
-1406103,772864,1,1,1,0,2019-04-27,2019-04-27
-1406102,771487,1,1,1,0,2019-04-28,2019-04-28
-1406102,772548,1,1,1,0,2018-06-14,2018-06-14
-1406102,772550,1,1,1,0,2018-05-07,2018-05-07
-1406102,772552,1,1,1,0,2017-07-20,2017-07-20
-1406102,772623,1,1,1,0,2018-05-08,2018-05-08
-1406101,771239,1,1,1,1,2019-02-21,2019-02-21
-1406101,771936,1,1,1,1,2019-03-19,2019-03-19
-1406101,772265,1,1,1,0,2018-08-26,2018-08-26
-1406101,773265,1,1,1,0,2018-08-24,2018-08-24
-1406100,770653,1,1,1,0,2019-07-16,2019-07-16
-1406100,772141,1,1,1,1,2018-07-16,2018-07-16
-1406100,773262,2,2,1,0,2019-05-27,2019-05-27
-1406099,770302,1,1,1,0,2019-06-12,2019-06-12
-1406099,772555,1,1,1,0,2018-05-23,2018-05-23
-1406099,772873,2,2,1,1,2019-04-27,2019-04-27
-1406099,773126,1,1,1,0,2018-04-18,2018-04-18
-1406099,773262,2,2,1,0,2019-05-27,2019-05-27
-1406098,771472,1,1,1,0,2019-04-28,2019-04-28
-1406098,771473,1,1,1,0,2019-04-28,2019-04-28
-1406098,771474,1,1,1,0,2019-04-28,2019-04-28
-1406098,771484,2,2,1,0,2019-04-28,2019-04-28
-1406098,771485,2,2,1,0,2019-04-28,2019-04-28
-1406098,771963,1,1,1,1,2017-10-12,2017-10-12
-1406098,772564,1,1,1,0,2018-05-21,2018-05-21
-1406098,772566,1,1,1,0,2018-04-21,2018-04-21
-1406098,772873,1,1,1,0,2019-04-27,2019-04-27
-1406098,772905,1,1,1,1,2017-09-21,2017-09-21
-1406097,771469,1,1,1,0,2019-04-28,2019-04-28
-1406097,771474,1,1,1,0,2019-04-28,2019-04-28
-1406097,771570,1,1,1,0,2019-06-01,2019-06-01
-1406097,771891,1,1,1,1,2018-05-21,2018-05-21
-1406097,772067,1,1,1,1,2019-04-12,2019-04-12
-1406097,773086,1,1,1,0,2017-02-10,2017-02-10
-1406097,773159,1,1,1,0,2017-08-11,2017-08-11
-1406096,772146,1,1,1,1,2019-04-29,2019-04-29
-1406096,773180,1,1,1,0,2018-07-22,2018-07-22
-1406096,773496,1,1,1,0,2018-07-20,2018-07-20
-1406095,771468,1,1,1,0,2019-04-28,2019-04-28
-1406095,771801,1,1,1,0,2016-05-07,2016-05-07
-1406095,772568,1,1,1,0,2018-05-21,2018-05-21
-1406095,772578,1,1,1,0,2018-05-08,2018-05-08
-1406095,773254,1,1,1,0,2018-11-01,2018-11-01
-1406094,770701,1,1,1,1,2019-05-15,2019-05-15
-1406094,771813,1,1,1,0,2019-05-27,2019-05-27
-1406094,771953,1,1,1,0,2019-05-18,2019-05-18
-1406094,772679,1,1,1,0,2019-05-16,2019-05-16
-1406094,773257,1,1,1,0,2019-05-27,2019-05-27
-1406093,770701,1,1,1,1,2019-05-20,2019-05-20
-1406093,772579,1,1,1,0,2018-05-08,2018-05-08
-1406093,772581,1,1,1,0,2018-05-08,2018-05-08
-1406092,771944,1,1,1,1,2018-09-08,2018-09-08
-1406092,772164,1,1,1,1,2018-06-30,2018-06-30
-1406092,772582,3,3,1,0,2018-05-08,2018-05-08
-1406092,773158,1,1,1,0,2017-08-11,2017-08-11
-1406092,773240,1,1,1,0,2019-05-27,2019-05-27
-1406091,770700,1,1,1,1,2019-05-15,2019-05-15
-1406091,771892,1,1,1,1,2019-05-19,2019-05-19
-1406091,772114,1,1,1,0,2017-10-12,2017-10-12
-1406091,772582,2,2,1,0,2018-05-08,2018-05-08
-1406091,772583,2,2,1,0,2018-05-08,2018-05-08
-1406091,772585,1,1,1,0,2018-05-08,2018-05-08
-1406091,773046,1,1,1,0,2018-02-21,2018-02-21
-1406091,773158,1,1,1,0,2017-08-11,2017-08-11
-1406090,770373,1,1,1,1,2019-06-27,2019-06-27
-1406090,772049,1,1,1,0,2018-07-29,2018-07-29
-1406090,772581,1,1,1,0,2017-07-20,2017-07-20
-1406090,772584,1,1,1,0,2018-06-14,2018-06-14
-1406090,773041,1,1,1,0,2018-01-31,2018-01-31
-1406090,773496,2,2,2,1,2018-08-25,2018-08-25
-1406090,773497,3,3,3,0,2018-08-25,2018-08-25
-1406089,771512,1,1,1,0,2017-10-15,2017-10-15
-1406089,772586,1,1,1,0,2018-06-14,2018-06-14
-1406089,773494,1,1,1,0,2018-08-25,2018-08-25
-1406089,773495,2,2,2,1,2018-08-25,2018-08-25
-1406089,773496,1,1,1,0,2018-08-25,2018-08-25
-1406089,773497,1,1,1,0,2018-08-25,2018-08-25
-1406088,772589,1,1,1,0,2017-07-20,2017-07-20
-1406088,773495,1,1,1,0,2018-08-25,2018-08-25
-1406087,771825,1,1,1,1,2019-05-07,2019-05-07
-1406087,771828,1,1,1,0,2019-05-06,2019-05-06
-1406087,771882,1,1,1,0,2018-08-08,2018-08-08
-1406087,771944,1,1,1,1,2019-03-19,2019-03-19
-1406087,773157,1,1,1,0,2019-05-27,2019-05-27
-1406087,773226,1,1,1,0,2018-07-22,2018-07-22
-1406087,773494,1,1,1,0,2018-08-25,2018-08-25
-1406086,771827,1,1,1,0,2019-05-07,2019-05-07
-1406086,771828,1,1,1,1,2019-05-06,2019-05-06
-1406086,772180,1,1,1,1,2018-09-17,2018-09-17
-1406085,771465,1,1,1,0,2019-04-28,2019-04-28
-1406085,771467,1,1,1,0,2019-04-28,2019-04-28
-1406085,771828,1,1,1,0,2019-05-07,2019-05-07
-1406085,771939,1,1,1,1,2019-04-28,2019-04-28
-1406085,772386,1,1,1,1,2019-06-15,2019-06-15
-1406085,773110,1,1,1,0,2018-05-04,2018-05-04
-1406085,773500,1,1,1,0,2018-08-25,2018-08-25
-1406084,770658,1,1,1,1,2017-10-10,2017-10-10
-1406084,771475,1,1,1,0,2018-08-20,2018-08-20
-1406084,771556,1,1,1,0,2017-04-15,2017-04-15
-1406084,773283,1,1,1,1,2018-04-14,2018-04-14
-1406083,772598,1,1,1,1,2018-11-18,2018-11-18
-1406083,772601,1,1,1,0,2017-07-20,2017-07-20
-1406083,773152,1,1,1,0,2019-05-26,2019-05-26
-1406083,773153,1,1,1,0,2017-08-11,2017-08-11
-1406082,772601,1,1,1,0,2019-06-04,2019-06-04
-1406082,772848,1,1,1,0,2019-05-24,2019-05-24
-1406082,773144,1,1,1,0,2017-12-01,2017-12-01
-1406082,773152,1,1,1,0,2018-07-02,2018-07-02
-1406081,772603,1,1,1,0,2017-07-20,2017-07-20
-1406081,773066,1,1,1,0,2018-02-21,2018-02-21
-1406081,773158,1,1,1,0,2018-06-30,2018-06-30
-1406080,771799,1,1,1,0,2016-05-07,2016-05-07
-1406080,772870,1,1,1,1,2019-04-28,2019-04-28
-1406080,773247,1,1,1,0,2018-04-14,2018-04-14
-1406080,773441,1,1,1,0,2017-08-03,2017-08-03
-1406080,773445,1,1,1,0,2017-08-03,2017-08-03
-1406078,773439,1,1,1,0,2017-08-03,2017-08-03
-1406078,773443,1,1,1,0,2017-08-03,2017-08-03
-1406077,770704,1,1,1,0,2019-07-16,2019-07-16
-1406077,771940,1,1,1,1,2019-03-19,2019-03-19
-1406077,772872,1,1,1,0,2019-04-28,2019-04-28
-1406077,773166,1,1,1,0,2019-07-12,2019-07-12
-1406077,773202,1,1,1,0,2019-05-27,2019-05-27
-1406077,773348,1,1,1,1,2019-05-19,2019-05-19
-1406076,770689,1,1,1,1,2017-09-21,2017-09-21
-1406076,772616,1,1,1,0,2019-06-09,2019-06-09
-1406076,773151,1,1,1,0,2018-06-09,2018-06-09
-1406076,773161,1,1,1,0,2019-04-29,2019-04-29
-1406076,773434,1,1,1,0,2018-04-28,2018-04-28
-1406076,773435,1,1,1,0,2018-04-28,2018-04-28
-1406075,769916,1,1,1,1,2018-07-22,2018-07-22
-1406075,772153,1,1,1,1,2018-11-04,2018-11-04
-1406075,772619,1,1,1,0,2017-07-20,2017-07-20
-1406075,773430,1,1,1,0,2018-04-28,2018-04-28
-1406075,773434,1,1,1,0,2018-04-28,2018-04-28
-1406074,772007,1,1,1,1,2019-07-19,2019-07-19
-1406074,773149,1,1,1,0,2017-08-11,2017-08-11
-1406073,773015,1,1,1,0,2017-04-26,2017-04-26
-1406073,773021,1,1,1,0,2017-05-03,2017-05-03
-1406073,773066,1,1,1,0,2018-02-21,2018-02-21
-1406073,773150,1,1,1,0,2017-08-11,2017-08-11
-1406073,773162,1,1,1,0,2019-07-06,2019-07-06
-1406073,773174,1,1,1,0,2019-07-12,2019-07-12
-1406073,773437,1,1,1,0,2018-04-28,2018-04-28
-1406072,771562,1,1,1,0,2018-06-25,2018-06-25
-1406072,773188,1,1,1,0,2019-05-27,2019-05-27
-1406072,773425,1,1,1,0,2019-04-27,2019-04-27
-1406071,772848,1,1,1,0,2019-04-28,2019-04-28
-1406071,773008,2,2,1,0,2017-05-03,2017-04-29
-1406071,773432,1,1,1,0,2018-04-28,2018-04-28
-1406071,773433,1,1,1,0,2018-04-28,2018-04-28
-1406071,774538,1,1,1,0,2019-07-09,2019-07-09
-1406070,771561,2,2,1,0,2019-06-01,2019-06-01
-1406070,772629,1,1,1,0,2018-10-21,2018-10-21
-1406070,772871,1,1,1,0,2019-07-13,2019-07-13
-1406070,773005,1,1,1,0,2017-04-26,2017-04-26
-1406070,773150,1,1,1,0,2018-06-16,2018-06-16
-1406070,773157,1,1,1,0,2018-06-02,2018-06-02
-1406070,773427,1,1,1,0,2018-04-28,2018-04-28
-1406070,773428,3,3,2,0,2018-04-28,2018-04-28
-1406070,773430,1,1,1,0,2018-04-28,2018-04-28
-1406070,773431,2,2,1,0,2018-04-28,2018-04-28
-1406070,773432,1,1,1,0,2018-04-28,2018-04-28
-1406070,773435,1,1,1,0,2018-04-28,2018-04-28
-1406070,773436,1,1,1,0,2018-04-28,2018-04-28
-1406070,773440,1,1,1,0,2017-08-03,2017-08-03
-1406070,773484,1,1,1,0,2019-04-03,2019-04-03
-1406070,773521,1,1,1,0,2018-12-23,2018-12-23
-1406069,772227,1,1,1,1,2017-09-23,2017-09-23
-1406069,772847,1,1,1,0,2019-04-28,2019-04-28
-1406069,773007,1,1,1,0,2017-05-03,2017-05-03
-1406069,773154,1,1,1,1,2018-09-07,2018-09-07
-1406069,773157,1,1,1,0,2018-06-02,2018-06-02
-1406069,773163,1,1,1,0,2018-07-22,2018-07-22
-1406069,773431,2,2,2,0,2018-04-28,2018-04-28
-1406069,773433,1,1,1,0,2018-04-28,2018-04-28
-1406069,773435,1,1,1,0,2018-04-28,2018-04-28
-1406069,773436,1,1,1,0,2018-04-28,2018-04-28
-1406069,773438,1,1,1,0,2018-04-28,2018-04-28
-1406069,773439,2,2,1,0,2018-04-28,2018-04-28
-1406068,772329,1,1,1,0,2019-04-27,2019-04-27
-1406068,772767,1,1,1,0,2019-07-17,2019-07-17
-1406068,773021,1,1,1,1,2019-04-26,2019-04-26
-1406068,773026,1,1,1,0,2017-04-26,2017-04-26
-1406068,773151,1,1,1,0,2018-05-07,2018-05-07
-1406068,773155,1,1,1,0,2018-09-07,2018-09-07
-1406068,773177,1,1,1,0,2019-05-27,2019-05-27
-1406068,773424,1,1,1,0,2018-04-28,2018-04-28
-1406068,773425,1,1,1,0,2018-04-28,2018-04-28
-1406068,773427,1,1,1,0,2018-04-28,2018-04-28
-1406068,773428,1,1,1,0,2018-04-28,2018-04-28
-1406068,773429,1,1,1,0,2018-04-28,2018-04-28
-1406068,773432,1,1,1,0,2018-04-28,2018-04-28
-1406068,773433,3,3,2,0,2018-04-28,2018-04-28
-1406068,773435,1,1,1,0,2018-04-28,2018-04-28
-1406068,773436,1,1,1,0,2018-04-28,2018-04-28
-1406067,771840,1,1,1,0,2018-07-19,2018-07-19
-1406067,772635,1,1,1,0,2018-10-21,2018-10-21
-1406067,772637,1,1,1,0,2018-10-21,2018-10-21
-1406067,773021,1,1,1,0,2017-06-23,2017-06-23
-1406067,773425,2,2,1,0,2018-04-28,2018-04-28
-1406067,773426,4,3,2,0,2018-04-28,2018-04-28
-1406067,773427,1,1,1,0,2018-04-28,2018-04-28
-1406067,773431,2,2,2,0,2018-04-28,2018-04-28
-1406067,773436,1,1,1,0,2018-04-28,2018-04-28
-1406067,773437,1,1,1,0,2018-04-28,2018-04-28
-1406066,771937,1,1,1,1,2019-04-28,2019-04-28
-1406066,772640,1,1,1,0,2018-10-21,2018-10-21
-1406066,772641,1,1,1,0,2017-07-20,2017-07-20
-1406066,772655,1,1,1,0,2018-05-06,2018-05-06
-1406066,773059,1,1,1,0,2018-02-21,2018-02-21
-1406066,773426,2,2,1,0,2018-04-28,2018-04-28
-1406066,773427,1,1,1,0,2018-04-28,2018-04-28
-1406066,773429,1,1,1,0,2018-04-28,2018-04-28
-1406066,773431,1,1,1,0,2018-04-28,2018-04-28
-1406066,773432,1,1,1,0,2018-04-28,2018-04-28
-1406066,773434,1,1,1,0,2018-04-28,2018-04-28
-1406066,773438,2,2,2,0,2018-04-28,2018-04-28
-1406065,771800,1,1,1,0,2016-05-07,2016-05-07
-1406065,772227,1,1,1,0,2019-07-03,2019-07-03
-1406065,772645,1,1,1,0,2019-06-14,2019-06-14
-1406065,772686,1,1,1,0,2017-11-03,2017-11-03
-1406065,773005,1,1,1,0,2017-04-26,2017-04-26
-1406065,773102,1,1,1,0,2017-08-11,2017-08-11
-1406065,773154,1,1,1,0,2016-07-02,2016-07-02
-1406065,773426,2,2,2,0,2018-04-28,2018-04-28
-1406065,773430,2,2,2,0,2018-04-28,2018-04-28
-1406064,771657,1,1,1,0,2018-08-18,2018-08-18
-1406064,772209,1,1,1,0,2018-05-03,2018-05-03
-1406064,772645,2,2,1,0,2018-05-17,2018-05-17
-1406064,772846,1,1,1,0,2019-05-29,2019-05-29
-1406064,772871,1,1,1,0,2017-04-07,2017-04-07
-1406064,773068,1,1,1,0,2018-02-21,2018-02-21
-1406064,773147,1,1,1,0,2018-05-07,2018-05-07
-1406064,773433,1,1,1,0,2018-04-28,2018-04-28
-1406064,773492,1,1,1,0,2019-03-24,2019-03-24
-1406063,771968,1,1,1,1,2018-08-11,2018-08-11
-1406063,772644,1,1,1,0,2018-05-17,2018-05-17
-1406063,772648,1,1,1,0,2019-04-16,2019-04-16
-1406063,773144,1,1,1,0,2016-11-04,2016-11-04
-1406063,773164,1,1,1,0,2018-06-09,2018-06-09
-1406063,773165,3,3,1,0,2019-05-27,2019-05-27
-1406063,773433,1,1,1,0,2018-04-28,2018-04-28
-1406062,771561,1,1,1,0,2019-06-01,2019-06-01
-1406062,771633,1,1,1,0,2019-07-17,2019-07-17
-1406062,771764,1,1,1,0,2017-08-24,2017-08-24
-1406062,773001,1,1,1,1,2019-04-26,2019-04-26
-1406062,773003,1,1,1,0,2017-04-26,2017-04-26
-1406062,773025,1,1,1,0,2017-04-19,2017-04-19
-1406062,773148,1,1,1,0,2018-09-15,2018-09-15
-1406062,773163,1,1,1,0,2019-05-27,2019-05-27
-1406062,773433,1,1,1,0,2018-04-28,2018-04-28
-1406061,770626,1,1,1,0,2018-09-28,2018-09-28
-1406061,772652,1,1,1,0,2018-05-17,2018-05-17
-1406061,772667,2,2,1,0,2018-09-22,2018-09-22
-1406061,773141,1,1,1,0,2017-08-11,2017-08-11
-1406061,773429,1,1,1,0,2018-04-28,2018-04-28
-1406060,772652,1,1,1,0,2018-10-21,2018-10-21
-1406060,772656,1,1,1,0,2017-07-20,2017-07-20
-1406060,773159,1,1,1,0,2018-06-09,2018-06-09
-1406060,773186,1,1,1,0,2018-04-14,2018-04-14
-1406060,773428,1,1,1,1,2018-04-28,2018-04-28
-1406060,773429,1,1,1,0,2018-04-28,2018-04-28
-1406060,773430,1,1,1,0,2018-04-28,2018-04-28
-1406059,773148,1,1,1,0,2018-09-07,2018-09-07
-1406059,773429,2,2,1,0,2018-04-28,2018-04-28
-1406059,773492,1,1,1,0,2019-03-24,2019-03-24
-1406058,770686,1,1,1,0,2019-03-29,2019-03-29
-1406058,771964,1,1,1,1,2017-03-09,2017-03-09
-1406058,772082,1,1,1,0,2018-11-13,2018-11-13
-1406058,772470,1,1,1,0,2019-06-05,2019-06-05
-1406058,772662,1,1,1,0,2019-05-03,2019-05-03
-1406058,773135,1,1,1,0,2018-05-07,2018-05-07
-1406058,773142,1,1,1,0,2018-09-01,2018-09-01
-1406058,773143,1,1,1,0,2018-09-07,2018-09-07
-1406058,773145,3,3,1,0,2018-09-07,2018-09-07
-1406058,773146,3,2,1,0,2018-09-07,2018-09-07
-1406058,773147,1,1,1,0,2018-09-07,2018-09-07
-1406058,773429,1,1,1,0,2018-04-28,2018-04-28
-1406057,771291,1,1,1,0,2017-03-25,2017-03-25
-1406057,773020,1,1,1,0,2017-06-23,2017-06-23
-1406057,773141,1,1,1,0,2017-08-11,2017-08-11
-1406057,773145,1,1,1,0,2018-09-07,2018-09-07
-1406057,773146,1,1,1,0,2018-09-01,2018-09-01
-1406057,773431,1,1,1,0,2018-04-28,2018-04-28
-1406056,772266,1,1,1,0,2019-07-03,2019-07-03
-1406056,772661,1,1,1,0,2019-06-14,2019-06-14
-1406056,772967,1,1,1,1,2019-05-09,2019-05-09
-1406056,773140,1,1,1,0,2017-08-11,2017-08-11
-1406056,773491,1,1,1,0,2019-03-24,2019-03-24
-1406056,773492,1,1,1,0,2019-03-24,2019-03-24
-1406055,771463,1,1,1,0,2019-04-16,2019-04-16
-1406055,772272,1,1,1,0,2018-09-30,2018-09-30
-1406055,772593,1,1,1,1,2017-04-15,2017-04-15
-1406055,772665,1,1,1,0,2018-05-17,2018-05-17
-1406055,772666,1,1,1,0,2017-07-20,2017-07-20
-1406055,773492,1,1,1,0,2019-03-24,2019-03-24
-1406054,772398,1,1,1,1,2017-09-23,2017-09-23
-1406054,772428,1,1,1,0,2019-04-27,2019-04-27
-1406054,772666,1,1,1,0,2018-05-17,2018-05-17
-1406054,773123,1,1,1,0,2018-06-02,2018-06-02
-1406054,773127,1,1,1,0,2017-08-11,2017-08-11
-1406054,773135,1,1,1,0,2018-09-07,2018-09-07
-1406054,773437,1,1,1,0,2017-08-03,2017-08-03
-1406054,773482,1,1,1,0,2019-04-13,2019-04-13
-1406054,773484,1,1,1,0,2019-04-13,2019-04-13
-1406053,771991,1,1,1,0,2019-04-24,2019-04-24
-1406053,771992,3,3,1,1,2019-05-07,2019-05-07
-1406053,773129,1,1,1,0,2018-06-02,2018-06-02
-1406053,773429,2,2,2,1,2018-04-28,2018-04-28
-1406053,773430,1,1,1,0,2018-04-28,2018-04-28
-1406053,773482,1,1,1,0,2019-04-13,2019-04-13
-1406053,773487,1,1,1,1,2018-03-30,2018-03-30
-1406053,773490,1,1,1,0,2019-04-13,2019-04-13
-1406052,771993,1,1,1,0,2018-09-30,2018-09-30
-1406052,772850,1,1,1,0,2018-06-06,2018-06-06
-1406052,773429,2,2,2,0,2018-04-28,2018-04-28
-1406051,771473,1,1,1,0,2019-04-28,2019-04-28
-1406051,771800,1,1,1,0,2016-05-07,2016-05-07
-1406051,772052,1,1,1,1,2019-05-04,2019-05-04
-1406051,772679,1,1,1,0,2018-12-06,2018-12-06
-1406051,773429,1,1,1,0,2018-04-28,2018-04-28
-1406051,773439,1,1,1,0,2017-08-03,2017-08-03
-1406050,771801,2,2,1,0,2016-05-07,2016-05-07
-1406050,772677,1,1,1,0,2017-07-20,2017-07-20
-1406050,772679,1,1,1,0,2018-05-17,2018-05-17
-1406050,773429,3,3,2,0,2018-04-28,2018-04-28
-1406049,772677,1,1,1,0,2018-05-17,2018-05-17
-1406049,773018,1,1,1,0,2018-02-28,2018-02-28
-1406049,773113,1,1,1,0,2018-12-01,2018-12-01
-1406049,773124,1,1,1,0,2018-12-01,2018-12-01
-1406049,773427,1,1,1,0,2018-04-28,2018-04-28
-1406049,773430,1,1,1,0,2018-04-28,2018-04-28
-1406048,771450,1,1,1,0,2018-05-22,2018-05-22
-1406048,771765,1,1,1,0,2017-08-24,2017-08-24
-1406048,772680,1,1,1,0,2019-04-16,2019-04-16
-1406048,772681,1,1,1,0,2018-05-17,2018-05-17
-1406048,772682,1,1,1,0,2017-07-20,2017-07-20
-1406048,772688,1,1,1,0,2018-03-22,2018-03-22
-1406048,772907,1,1,1,0,2019-06-26,2019-06-26
-1406048,773012,1,1,1,0,2017-07-07,2017-07-07
-1406048,773430,1,1,1,0,2018-04-28,2018-04-28
-1406047,771444,1,1,1,0,2019-04-16,2019-04-16
-1406047,772681,1,1,1,0,2018-05-17,2018-05-17
-1406047,772686,1,1,1,0,2018-05-06,2018-05-06
-1406047,772687,1,1,1,0,2018-05-17,2018-05-17
-1406047,772979,1,1,1,0,2018-03-30,2018-03-30
-1406047,773003,1,1,1,0,2017-06-23,2017-06-23
-1406047,773428,1,1,1,0,2018-04-28,2018-04-28
-1406046,771911,1,1,1,1,2019-07-18,2019-07-18
-1406046,772688,1,1,1,0,2018-05-06,2018-05-06
-1406046,773018,2,2,1,0,2017-07-07,2017-05-28
-1406046,773105,1,1,1,0,2018-09-07,2018-09-07
-1406045,770849,1,1,1,0,2019-07-17,2019-07-17
-1406045,771460,1,1,1,0,2017-04-15,2017-04-15
-1406045,773100,1,1,1,0,2019-05-26,2019-05-26
-1406045,773425,1,1,1,0,2018-04-28,2018-04-28
-1406044,770849,1,1,1,0,2019-07-17,2019-07-17
-1406044,770852,1,1,1,0,2019-07-24,2019-07-24
-1406044,771877,1,1,1,0,2019-06-14,2019-06-14
-1406044,772055,1,1,1,1,2018-04-21,2018-04-21
-1406044,772687,1,1,1,0,2018-03-30,2018-03-30
-1406044,772988,1,1,1,0,2017-07-14,2017-07-14
-1406044,773477,1,1,1,0,2018-09-02,2018-09-02
-1406043,772695,2,2,1,1,2018-05-17,2018-04-19
-1406043,773016,1,1,1,0,2018-02-21,2018-02-21
-1406043,773427,1,1,1,0,2018-04-28,2018-04-28
-1406042,772695,1,1,1,0,2018-11-18,2018-11-18
-1406042,772961,1,1,1,0,2017-06-23,2017-06-23
-1406042,773013,1,1,1,0,2017-04-05,2017-04-05
-1406042,773017,1,1,1,0,2018-04-27,2018-04-27
-1406042,773067,1,1,1,0,2019-05-26,2019-05-26
-1406042,773092,1,1,1,0,2019-05-26,2019-05-26
-1406042,773392,1,1,1,1,2019-04-27,2019-04-27
-1406041,772692,1,1,1,0,2018-05-17,2018-05-17
-1406041,772694,1,1,1,0,2018-05-17,2018-05-17
-1406041,773397,1,1,1,1,2019-04-27,2019-04-27
-1406040,772696,1,1,1,0,2017-07-20,2017-07-20
-1406040,772999,1,1,1,1,2019-04-26,2019-04-26
-1406039,771463,1,1,1,0,2019-04-28,2019-04-28
-1406039,772268,1,1,1,1,2019-07-03,2019-07-03
-1406039,773016,1,1,1,0,2017-01-13,2017-01-13
-1406039,773085,1,1,1,0,2018-09-07,2018-09-07
-1406038,773007,1,1,1,0,2017-03-31,2017-03-31
-1406038,774071,1,1,1,0,2019-06-20,2019-06-20
-1406037,771891,1,1,1,1,2017-03-05,2017-03-05
-1406037,772694,1,1,1,0,2018-05-17,2018-05-17
-1406037,772712,1,1,1,0,2017-07-20,2017-07-20
-1406037,773009,1,1,1,0,2017-04-28,2017-04-28
-1406037,773436,1,1,1,0,2018-04-28,2018-04-28
-1406036,772047,1,1,1,0,2019-04-28,2019-04-28
-1406036,772701,1,1,1,0,2018-05-17,2018-05-17
-1406036,772705,2,2,1,0,2018-05-17,2018-05-17
-1406036,772712,1,1,1,0,2018-03-22,2018-03-22
-1406036,772717,1,1,1,1,2018-03-22,2018-03-22
-1406035,771914,1,1,1,0,2017-09-22,2017-09-22
-1406035,772949,1,1,1,0,2017-04-05,2017-04-05
-1406035,772967,1,1,1,0,2017-01-06,2017-01-06
-1406035,772969,1,1,1,0,2019-05-29,2019-05-29
-1406035,773064,1,1,1,0,2018-09-07,2018-09-07
-1406034,771326,1,1,1,1,2017-09-11,2017-09-11
-1406034,771374,1,1,1,0,2017-08-14,2017-08-14
-1406034,771989,1,1,1,1,2017-06-10,2017-06-10
-1406034,772272,1,1,1,0,2019-07-03,2019-07-03
-1406034,772705,1,1,1,0,2019-05-22,2019-05-22
-1406034,772706,2,2,1,0,2018-05-17,2018-05-17
-1406034,772941,1,1,1,0,2017-06-02,2017-06-02
-1406034,772942,1,1,1,0,2017-06-02,2017-06-02
-1406034,772944,1,1,1,0,2017-09-28,2017-09-28
-1406034,772975,1,1,1,0,2017-05-08,2017-05-08
-1406034,772978,1,1,1,0,2017-06-23,2017-06-23
-1406034,773017,1,1,1,0,2017-10-20,2017-10-20
-1406033,771825,1,1,1,0,2016-04-26,2016-04-26
-1406033,772271,1,1,1,0,2019-07-03,2019-07-03
-1406033,772708,1,1,1,0,2019-05-22,2019-05-22
-1406033,772941,1,1,1,0,2017-06-02,2017-06-02
-1406032,771522,1,1,1,0,2019-06-30,2019-06-30
-1406032,772905,1,1,1,0,2017-09-24,2017-09-24
-1406032,772940,1,1,1,0,2017-10-02,2017-10-02
-1406032,772951,1,1,1,0,2017-11-27,2017-11-27
-1406032,772964,1,1,1,0,2017-04-05,2017-04-05
-1406032,773011,1,1,1,0,2017-03-15,2017-03-15
-1406032,773056,1,1,1,0,2018-06-02,2018-06-02
-1406031,771456,1,1,1,0,2018-03-14,2018-03-14
-1406031,771753,1,1,1,1,2016-04-27,2016-04-27
-1406031,771837,1,1,1,0,2018-05-04,2018-05-04
-1406031,772941,1,1,1,0,2017-10-02,2017-10-02
-1406031,773006,1,1,1,0,2017-04-14,2017-04-14
-1406031,773056,1,1,1,0,2018-09-07,2018-09-07
-1406030,772115,1,1,1,1,2018-03-21,2018-03-21
-1406030,772294,1,1,1,0,2018-04-21,2018-04-21
-1406030,772900,1,1,1,0,2017-05-08,2017-05-08
-1406030,772969,1,1,1,0,2018-04-30,2018-04-30
-1406030,773007,1,1,1,0,2019-04-26,2019-04-26
-1406030,773392,1,1,1,0,2018-05-27,2018-05-27
-1406030,773455,1,1,1,0,2019-07-18,2019-07-18
-1406029,771905,1,1,1,0,2017-04-30,2017-04-30
-1406029,772291,1,1,1,0,2018-04-21,2018-04-21
-1406029,772294,1,1,1,0,2018-04-21,2018-04-21
-1406029,772769,1,1,1,0,2019-07-11,2019-07-11
-1406029,772966,1,1,1,0,2017-01-06,2017-01-06
-1406029,772970,1,1,1,0,2017-06-02,2017-06-02
-1406029,773010,1,1,1,0,2017-04-26,2017-04-26
-1406029,773012,2,2,1,0,2018-04-25,2017-09-23
-1406029,773050,1,1,1,0,2018-06-02,2018-06-02
-1406029,773051,1,1,1,0,2019-05-26,2019-05-26
-1406029,773054,2,2,1,0,2018-09-07,2018-09-07
